longitude,latitude,updated_type,updated_subtype,count
-87.62,41.79,Road Closed,Event,10
-87.72,41.94,Accident,Minor Accident,10
-87.66,41.97,Road Closed,Event,10
-87.64,41.94,Hazard,Weather,10
-87.77,41.87,Road Closed,Unclassified,10
-87.75,41.94,Hazard,Hazard - Shoulder,10
-87.69,41.82,Accident,Unclassified,10
-87.63,41.76,Accident,Minor Accident,10
-87.66,41.76,Accident,Unclassified,10
-87.68,41.91,Accident,Unclassified,10
-87.7,41.88,Accident,Minor Accident,10
-87.8,41.94,Accident,Unclassified,10
-87.76,41.99,Hazard,Hazard - Shoulder,10
-87.61,41.75,Accident,Unclassified,10
-87.62,41.79,Hazard,Hazard - Shoulder,10
-87.64,41.78,Jam,Standstill Traffic,10
-87.74,42.0,Jam,Unclassified,10
-87.68,41.88,Accident,Minor Accident,10
-87.84,41.99,Jam,Standstill Traffic,10
-87.81,41.98,Accident,Minor Accident,10
-87.74,41.82,Hazard,Weather,10
-87.83,41.94,Accident,Unclassified,10
-87.75,41.98,Hazard,Unclassified,10
-87.68,41.84,Accident,Minor Accident,10
-87.7,41.98,Road Closed,Unclassified,10
-87.62,41.91,Road Closed,Event,10
-87.68,42.01,Hazard,Hazard - Shoulder,10
-87.77,41.98,Hazard,Flood,10
-87.79,41.8,Hazard,Hazard - Shoulder,10
-87.79,41.8,Hazard,Hazard - Road,10
-87.62,41.75,Hazard,Unclassified,10
-87.7,41.74,Jam,Unclassified,10
-87.6,41.73,Jam,Unclassified,10
-87.62,41.85,Jam,Moderate Traffic,10
-87.6,41.73,Hazard,Hazard - Road,10
-87.69,41.93,Hazard,Unclassified,10
-87.64,41.87,Hazard,Unclassified,10
-87.61,41.86,Jam,Heavy Traffic,10
-87.72,41.77,Accident,Unclassified,10
-87.7,42.0,Hazard,Weather,10
-87.61,41.87,Jam,Unclassified,10
-87.68,41.99,Jam,Moderate Traffic,10
-87.79,41.8,Jam,Heavy Traffic,10
-87.75,41.97,Hazard,Weather,10
-87.61,41.73,Hazard,Hazard - Road,10
-87.73,41.8,Accident,Unclassified,10
-87.68,41.83,Road Closed,Unclassified,10
-87.66,41.83,Hazard,Flood,10
-87.74,41.87,Hazard,Flood,10
-87.64,41.74,Hazard,Hazard - Shoulder,10
-87.62,41.86,Accident,Major Accident,10
-87.74,41.87,Accident,Minor Accident,10
-87.67,41.72,Hazard,Hazard - Shoulder,9
-87.84,41.98,Hazard,Fog,9
-87.66,41.7,Accident,Major Accident,9
-87.66,41.7,Accident,Unclassified,9
-87.65,41.79,Jam,Standstill Traffic,9
-87.68,41.74,Hazard,Hazard - Shoulder,9
-87.83,41.94,Hazard,Hazard - Shoulder,9
-87.59,41.73,Accident,Unclassified,9
-87.81,41.95,Hazard,Unclassified,9
-87.68,41.74,Jam,Heavy Traffic,9
-87.67,41.87,Accident,Major Accident,9
-87.65,41.72,Accident,Unclassified,9
-87.66,41.98,Hazard,Flood,9
-87.8,41.79,Hazard,Flood,9
-87.8,41.79,Hazard,Unclassified,9
-87.66,41.73,Accident,Unclassified,9
-87.66,41.99,Accident,Major Accident,9
-87.83,41.97,Hazard,Hazard - Road,9
-87.65,41.94,Hazard,Weather,9
-87.88,41.96,Hazard,Unclassified,9
-87.68,41.76,Hazard,Hazard - Shoulder,9
-87.56,41.71,Accident,Unclassified,9
-87.68,41.84,Hazard,Flood,9
-87.86,41.99,Hazard,Hazard - Road,9
-87.66,41.78,Jam,Standstill Traffic,9
-87.56,41.66,Accident,Unclassified,9
-87.82,41.98,Accident,Minor Accident,9
-87.67,41.69,Jam,Unclassified,9
-87.65,41.96,Accident,Major Accident,9
-87.59,41.7,Hazard,Unclassified,9
-87.66,41.93,Jam,Moderate Traffic,9
-87.8,41.98,Hazard,Weather,9
-87.79,41.98,Hazard,Unclassified,9
-87.59,41.71,Hazard,Fog,9
-87.65,41.87,Hazard,Weather,9
-87.67,41.94,Hazard,Weather,9
-87.65,41.75,Hazard,Unclassified,9
-87.66,41.69,Accident,Major Accident,9
-87.67,41.99,Hazard,Unclassified,9
-87.56,41.65,Hazard,Hazard - Shoulder,9
-87.89,41.97,Hazard,Hazard - Road,9
-87.79,41.78,Jam,Unclassified,9
-87.65,41.75,Jam,Heavy Traffic,9
-87.67,41.95,Hazard,Flood,9
-87.68,41.96,Hazard,Hazard - Shoulder,9
-87.89,41.96,Jam,Unclassified,9
-87.56,41.74,Hazard,Hazard - Road,9
-87.68,41.94,Hazard,Hazard - Shoulder,9
-87.65,41.93,Hazard,Weather,9
-87.8,41.95,Accident,Unclassified,9
-87.65,41.96,Jam,Moderate Traffic,9
-87.56,41.73,Jam,Standstill Traffic,9
-87.59,41.67,Accident,Major Accident,9
-87.81,41.93,Accident,Unclassified,9
-87.79,41.79,Hazard,Hazard - Shoulder,9
-87.67,41.79,Jam,Standstill Traffic,9
-87.65,41.87,Hazard,Flood,9
-87.68,41.96,Jam,Moderate Traffic,9
-87.79,41.96,Jam,Standstill Traffic,9
-87.65,41.9,Road Closed,Event,9
-87.73,41.93,Jam,Moderate Traffic,9
-87.69,41.96,Hazard,Hazard - Shoulder,9
-87.77,41.89,Road Closed,Unclassified,9
-87.62,41.89,Accident,Major Accident,9
-87.75,41.96,Hazard,Weather,9
-87.71,41.88,Hazard,Hazard - Shoulder,9
-87.63,41.76,Road Closed,Unclassified,9
-87.7,41.93,Hazard,Unclassified,9
-87.72,41.87,Hazard,Weather,9
-87.78,41.87,Jam,Moderate Traffic,9
-87.62,41.73,Hazard,Flood,9
-87.63,41.91,Hazard,Unclassified,9
-87.69,41.98,Hazard,Flood,9
-87.69,41.76,Jam,Heavy Traffic,9
-87.64,41.81,Jam,Standstill Traffic,9
-87.63,41.92,Accident,Major Accident,9
-87.6,41.71,Accident,Minor Accident,9
-87.62,41.89,Jam,Moderate Traffic,9
-87.7,41.9,Jam,Moderate Traffic,9
-87.69,41.77,Jam,Unclassified,9
-87.7,42.01,Jam,Moderate Traffic,9
-87.64,41.68,Jam,Unclassified,9
-87.61,41.8,Jam,Unclassified,9
-87.71,41.68,Hazard,Hazard - Road,9
-87.73,41.98,Jam,Moderate Traffic,9
-87.73,41.79,Road Closed,Unclassified,9
-87.71,41.87,Hazard,Unclassified,9
-87.77,42.01,Jam,Heavy Traffic,9
-87.73,41.79,Accident,Unclassified,9
-87.77,41.94,Accident,Unclassified,9
-87.61,41.88,Road Closed,Event,9
-87.6,41.72,Jam,Standstill Traffic,9
-87.7,42.01,Hazard,Hazard - Shoulder,9
-87.72,41.82,Hazard,Weather,9
-87.71,41.82,Hazard,Hazard - Road,9
-87.62,41.76,Accident,Major Accident,9
-87.72,41.83,Jam,Moderate Traffic,9
-87.74,41.77,Hazard,Hazard - Shoulder,9
-87.77,41.96,Accident,Unclassified,9
-87.77,41.92,Hazard,Hazard - Shoulder,9
-87.7,41.98,Jam,Moderate Traffic,9
-87.69,41.69,Hazard,Hazard - Road,9
-87.73,41.75,Hazard,Hazard - Shoulder,9
-87.7,41.98,Accident,Unclassified,9
-87.7,41.97,Jam,Moderate Traffic,9
-87.72,41.79,Hazard,Hazard - Shoulder,9
-87.78,41.96,Accident,Unclassified,9
-87.77,42.0,Jam,Moderate Traffic,9
-87.72,41.92,Road Closed,Unclassified,9
-87.63,41.77,Hazard,Flood,9
-87.69,42.0,Hazard,Weather,9
-87.63,41.75,Jam,Moderate Traffic,9
-87.73,41.96,Accident,Major Accident,9
-87.69,41.82,Road Closed,Unclassified,9
-87.63,41.72,Jam,Moderate Traffic,9
-87.62,41.83,Jam,Unclassified,9
-87.69,41.86,Road Closed,Unclassified,9
-87.73,41.9,Jam,Moderate Traffic,9
-87.76,41.98,Hazard,Weather,9
-87.72,41.9,Hazard,Hazard - Shoulder,9
-87.76,41.99,Accident,Unclassified,9
-87.74,41.9,Hazard,Hazard - Shoulder,9
-87.68,41.69,Jam,Heavy Traffic,9
-87.69,41.83,Accident,Minor Accident,9
-87.64,41.92,Jam,Moderate Traffic,9
-87.75,41.78,Jam,Heavy Traffic,9
-87.75,41.78,Hazard,Hazard - Shoulder,9
-87.78,42.01,Jam,Unclassified,9
-87.7,41.68,Hazard,Hazard - Road,9
-87.64,41.77,Jam,Unclassified,9
-87.65,41.98,Accident,Minor Accident,9
-87.72,41.9,Hazard,Weather,9
-87.64,41.95,Road Closed,Unclassified,9
-87.79,41.99,Road Closed,Unclassified,9
-87.71,41.98,Road Closed,Unclassified,9
-87.77,41.93,Accident,Unclassified,9
-87.62,41.7,Jam,Unclassified,9
-87.63,41.73,Jam,Unclassified,9
-87.75,41.82,Accident,Major Accident,9
-87.74,41.88,Accident,Unclassified,9
-87.61,41.78,Jam,Heavy Traffic,9
-87.61,41.79,Road Closed,Event,9
-87.71,41.96,Jam,Moderate Traffic,9
-87.63,41.85,Hazard,Weather,9
-87.72,41.98,Jam,Moderate Traffic,9
-87.77,41.88,Accident,Unclassified,8
-87.64,41.85,Road Closed,Event,8
-87.66,42.02,Accident,Unclassified,8
-87.74,41.86,Jam,Standstill Traffic,8
-87.71,41.69,Jam,Unclassified,8
-87.71,41.8,Hazard,Hazard - Road,8
-87.62,41.82,Jam,Heavy Traffic,8
-87.68,41.9,Hazard,Weather,8
-87.69,41.8,Jam,Unclassified,8
-87.72,42.0,Accident,Minor Accident,8
-87.66,41.99,Hazard,Fog,8
-87.62,41.82,Hazard,Hazard - Shoulder,8
-87.87,41.97,Hazard,Unclassified,8
-87.66,41.71,Hazard,Hazard - Shoulder,8
-87.64,41.78,Jam,Heavy Traffic,8
-87.71,41.8,Jam,Unclassified,8
-87.68,41.97,Accident,Unclassified,8
-87.71,41.74,Accident,Unclassified,8
-87.77,41.91,Jam,Moderate Traffic,8
-87.72,41.94,Accident,Major Accident,8
-87.74,41.88,Hazard,Hazard - Shoulder,8
-87.72,41.96,Hazard,Hazard - Shoulder,8
-87.62,41.86,Jam,Moderate Traffic,8
-87.59,41.73,Hazard,Hazard - Shoulder,8
-87.65,41.9,Hazard,Weather,8
-87.64,41.81,Jam,Heavy Traffic,8
-87.74,41.79,Jam,Moderate Traffic,8
-87.65,41.66,Hazard,Hazard - Road,8
-87.69,41.74,Jam,Unclassified,8
-87.67,41.99,Hazard,Weather,8
-87.63,41.83,Road Closed,Unclassified,8
-87.74,41.81,Hazard,Flood,8
-87.74,41.79,Hazard,Unclassified,8
-87.67,41.99,Hazard,Flood,8
-87.6,41.66,Jam,Unclassified,8
-87.65,41.9,Jam,Moderate Traffic,8
-87.68,41.92,Hazard,Flood,8
-87.77,41.88,Hazard,Hazard - Shoulder,8
-87.65,41.79,Jam,Unclassified,8
-87.62,41.87,Hazard,Flood,8
-87.62,41.87,Hazard,Fog,8
-87.67,41.9,Hazard,Weather,8
-87.7,41.87,Road Closed,Unclassified,8
-87.63,41.74,Jam,Moderate Traffic,8
-87.83,41.94,Jam,Standstill Traffic,8
-87.75,41.87,Accident,Minor Accident,8
-87.76,41.92,Hazard,Hazard - Shoulder,8
-87.67,41.76,Jam,Heavy Traffic,8
-87.65,41.76,Jam,Unclassified,8
-87.67,41.77,Accident,Unclassified,8
-87.58,41.69,Hazard,Hazard - Shoulder,8
-87.7,41.83,Hazard,Weather,8
-87.71,41.99,Hazard,Weather,8
-87.64,41.94,Accident,Major Accident,8
-87.58,41.71,Accident,Major Accident,8
-87.76,41.98,Jam,Moderate Traffic,8
-87.76,41.98,Road Closed,Unclassified,8
-87.71,42.0,Jam,Moderate Traffic,8
-87.75,41.78,Jam,Unclassified,8
-87.58,41.71,Hazard,Flood,8
-87.7,41.78,Accident,Unclassified,8
-87.65,41.81,Jam,Standstill Traffic,8
-87.63,41.71,Accident,Unclassified,8
-87.58,41.71,Road Closed,Unclassified,8
-87.82,41.97,Jam,Heavy Traffic,8
-87.63,41.66,Hazard,Hazard - Shoulder,8
-87.82,41.95,Hazard,Hazard - Shoulder,8
-87.7,41.74,Hazard,Hazard - Shoulder,8
-87.67,41.83,Road Closed,Unclassified,8
-87.82,41.95,Jam,Standstill Traffic,8
-87.67,41.74,Hazard,Hazard - Shoulder,8
-87.64,41.9,Jam,Moderate Traffic,8
-87.7,41.88,Hazard,Weather,8
-87.84,41.95,Accident,Minor Accident,8
-87.7,42.0,Hazard,Hazard - Shoulder,8
-87.71,41.84,Accident,Unclassified,8
-87.77,41.97,Accident,Minor Accident,8
-87.85,41.98,Jam,Unclassified,8
-87.81,42.0,Accident,Unclassified,8
-87.58,41.8,Accident,Minor Accident,8
-87.68,42.0,Hazard,Weather,8
-87.77,41.98,Accident,Minor Accident,8
-87.77,41.98,Hazard,Unclassified,8
-87.7,41.97,Accident,Unclassified,8
-87.77,41.98,Road Closed,Unclassified,8
-87.63,41.77,Hazard,Weather,8
-87.59,41.81,Accident,Major Accident,8
-87.81,41.95,Road Closed,Unclassified,8
-87.63,41.75,Accident,Minor Accident,8
-87.76,41.78,Accident,Unclassified,8
-87.58,41.79,Accident,Minor Accident,8
-87.61,41.84,Hazard,Fog,8
-87.61,41.84,Accident,Major Accident,8
-87.84,41.96,Accident,Unclassified,8
-87.63,41.76,Road Closed,Event,8
-87.67,41.93,Accident,Minor Accident,8
-87.67,41.93,Accident,Major Accident,8
-87.76,41.87,Hazard,Weather,8
-87.61,41.82,Hazard,Hazard - Shoulder,8
-87.59,41.82,Accident,Unclassified,8
-87.76,41.88,Hazard,Hazard - Shoulder,8
-87.67,41.91,Hazard,Unclassified,8
-87.57,41.76,Accident,Unclassified,8
-87.7,41.74,Accident,Unclassified,8
-87.73,41.78,Accident,Unclassified,8
-87.78,41.91,Accident,Unclassified,8
-87.63,41.9,Accident,Minor Accident,8
-87.64,41.76,Accident,Unclassified,8
-87.79,42.01,Hazard,Hazard - Road,8
-87.64,41.66,Jam,Unclassified,8
-87.69,41.88,Hazard,Weather,8
-87.66,41.88,Hazard,Weather,8
-87.62,41.67,Hazard,Hazard - Road,8
-87.72,41.89,Accident,Unclassified,8
-87.6,41.71,Hazard,Unclassified,8
-87.69,41.99,Road Closed,Unclassified,8
-87.6,41.81,Accident,Unclassified,8
-87.66,41.95,Hazard,Weather,8
-87.69,41.9,Jam,Moderate Traffic,8
-87.79,41.98,Hazard,Fog,8
-87.66,41.75,Jam,Standstill Traffic,8
-87.73,41.96,Hazard,Unclassified,8
-87.73,41.89,Accident,Unclassified,8
-87.59,41.71,Accident,Minor Accident,8
-87.62,41.72,Hazard,Unclassified,8
-87.66,41.97,Jam,Moderate Traffic,8
-87.63,41.87,Accident,Major Accident,8
-87.73,41.9,Hazard,Hazard - Shoulder,8
-87.72,41.68,Hazard,Unclassified,8
-87.8,42.0,Accident,Unclassified,8
-87.72,41.88,Hazard,Flood,8
-87.79,42.0,Hazard,Weather,8
-87.65,41.99,Accident,Minor Accident,8
-87.73,41.91,Hazard,Hazard - Shoulder,8
-87.66,41.73,Jam,Heavy Traffic,8
-87.62,41.81,Hazard,Hazard - Shoulder,8
-87.78,41.79,Accident,Unclassified,8
-87.93,41.96,Hazard,Hazard - Shoulder,8
-87.63,41.89,Accident,Major Accident,8
-87.69,41.91,Hazard,Weather,8
-87.69,41.84,Jam,Moderate Traffic,8
-87.74,41.94,Hazard,Flood,8
-87.66,41.98,Hazard,Weather,8
-87.62,41.66,Accident,Unclassified,8
-87.73,41.94,Hazard,Weather,8
-87.89,41.96,Jam,Standstill Traffic,8
-87.73,41.98,Road Closed,Unclassified,8
-87.64,41.76,Jam,Standstill Traffic,8
-87.64,41.73,Jam,Unclassified,8
-87.62,41.74,Hazard,Weather,8
-87.89,41.97,Hazard,Hazard - Shoulder,8
-87.59,41.67,Accident,Minor Accident,8
-87.59,41.7,Hazard,Fog,8
-87.66,41.81,Road Closed,Unclassified,8
-87.6,41.76,Jam,Standstill Traffic,8
-87.56,41.71,Hazard,Hazard - Shoulder,8
-87.79,41.92,Hazard,Hazard - Shoulder,8
-87.7,41.89,Hazard,Weather,7
-87.71,41.93,Hazard,Weather,7
-87.73,41.86,Accident,Unclassified,7
-87.7,41.9,Hazard,Flood,7
-87.7,41.89,Road Closed,Event,7
-87.76,41.89,Hazard,Hazard - Shoulder,7
-87.58,41.65,Accident,Minor Accident,7
-87.71,41.92,Hazard,Weather,7
-87.7,41.89,Jam,Moderate Traffic,7
-87.75,41.9,Jam,Moderate Traffic,7
-87.82,42.01,Jam,Unclassified,7
-87.63,41.93,Accident,Major Accident,7
-87.75,41.93,Hazard,Hazard - Shoulder,7
-87.58,41.79,Accident,Major Accident,7
-87.58,41.77,Hazard,Hazard - Shoulder,7
-87.79,41.93,Hazard,Weather,7
-87.67,41.95,Hazard,Weather,7
-87.71,41.85,Road Closed,Unclassified,7
-87.68,42.01,Jam,Moderate Traffic,7
-87.77,42.0,Hazard,Flood,7
-87.58,41.79,Road Closed,Event,7
-87.58,41.79,Jam,Moderate Traffic,7
-87.66,41.84,Hazard,Weather,7
-87.62,41.74,Hazard,Unclassified,7
-87.66,41.93,Hazard,Weather,7
-87.7,41.94,Accident,Major Accident,7
-87.7,41.93,Hazard,Weather,7
-87.69,41.97,Hazard,Weather,7
-87.75,41.94,Hazard,Weather,7
-87.67,41.93,Hazard,Weather,7
-87.64,41.89,Hazard,Unclassified,7
-87.64,41.7,Jam,Unclassified,7
-87.79,41.96,Accident,Unclassified,7
-87.78,41.87,Accident,Minor Accident,7
-87.72,41.7,Hazard,Unclassified,7
-87.84,41.96,Hazard,Hazard - Shoulder,7
-87.78,41.8,Hazard,Hazard - Road,7
-87.7,41.91,Hazard,Weather,7
-87.71,41.89,Accident,Unclassified,7
-87.66,41.92,Hazard,Weather,7
-87.68,41.78,Hazard,Hazard - Shoulder,7
-87.83,41.95,Accident,Unclassified,7
-87.61,41.8,Jam,Standstill Traffic,7
-87.75,41.78,Accident,Unclassified,7
-87.61,41.76,Accident,Unclassified,7
-87.91,41.96,Hazard,Hazard - Road,7
-87.7,41.8,Hazard,Hazard - Shoulder,7
-87.68,41.69,Hazard,Hazard - Shoulder,7
-87.71,42.0,Hazard,Hazard - Shoulder,7
-87.75,41.79,Accident,Unclassified,7
-87.65,41.97,Accident,Minor Accident,7
-87.64,41.95,Accident,Major Accident,7
-87.62,41.66,Jam,Unclassified,7
-87.68,41.75,Hazard,Unclassified,7
-87.65,41.79,Accident,Unclassified,7
-87.67,41.81,Road Closed,Unclassified,7
-87.67,41.82,Accident,Unclassified,7
-87.62,41.68,Jam,Unclassified,7
-87.6,41.81,Road Closed,Unclassified,7
-87.73,41.95,Hazard,Fog,7
-87.7,41.76,Jam,Heavy Traffic,7
-87.63,41.68,Hazard,Hazard - Road,7
-87.56,41.76,Jam,Standstill Traffic,7
-87.65,41.97,Hazard,Weather,7
-87.68,41.71,Accident,Unclassified,7
-87.58,41.71,Jam,Unclassified,7
-87.56,41.77,Hazard,Hazard - Road,7
-87.67,41.84,Hazard,Unclassified,7
-87.7,41.7,Jam,Unclassified,7
-87.68,41.73,Hazard,Hazard - Road,7
-87.67,41.86,Road Closed,Unclassified,7
-87.83,41.99,Hazard,Hazard - Road,7
-87.71,41.94,Hazard,Unclassified,7
-87.61,41.78,Hazard,Hazard - Shoulder,7
-87.67,41.74,Accident,Unclassified,7
-87.71,41.95,Hazard,Weather,7
-87.61,41.8,Jam,Heavy Traffic,7
-87.7,41.87,Jam,Moderate Traffic,7
-87.7,41.87,Hazard,Unclassified,7
-87.67,41.75,Accident,Unclassified,7
-87.63,41.74,Hazard,Weather,7
-87.67,41.89,Jam,Moderate Traffic,7
-87.77,41.99,Hazard,Hazard - Shoulder,7
-87.76,41.92,Jam,Moderate Traffic,7
-87.65,41.96,Hazard,Weather,7
-87.69,42.01,Jam,Moderate Traffic,7
-87.64,41.92,Hazard,Weather,7
-87.61,41.71,Hazard,Unclassified,7
-87.58,41.75,Accident,Unclassified,7
-87.71,41.97,Hazard,Weather,7
-87.69,42.02,Accident,Unclassified,7
-87.66,41.89,Hazard,Flood,7
-87.66,41.89,Hazard,Unclassified,7
-87.63,41.73,Jam,Heavy Traffic,7
-87.79,41.97,Accident,Unclassified,7
-87.71,41.99,Accident,Major Accident,7
-87.73,41.96,Hazard,Weather,7
-87.61,41.77,Hazard,Flood,7
-87.71,41.99,Accident,Minor Accident,7
-87.64,41.93,Hazard,Weather,7
-87.81,41.98,Hazard,Weather,7
-87.66,41.72,Hazard,Hazard - Shoulder,7
-87.59,41.8,Hazard,Weather,7
-87.72,41.84,Road Closed,Unclassified,7
-87.67,42.01,Hazard,Hazard - Shoulder,7
-87.74,41.96,Hazard,Fog,7
-87.69,41.89,Jam,Moderate Traffic,7
-87.64,41.83,Hazard,Hazard - Shoulder,7
-87.69,41.77,Jam,Heavy Traffic,7
-87.69,41.76,Road Closed,Unclassified,7
-87.59,41.7,Jam,Moderate Traffic,7
-87.63,41.85,Road Closed,Event,7
-87.65,41.68,Hazard,Hazard - Road,7
-87.74,41.96,Hazard,Weather,7
-87.69,41.75,Jam,Unclassified,7
-87.68,41.95,Hazard,Weather,7
-87.8,41.79,Accident,Major Accident,7
-87.61,41.86,Hazard,Hazard - Shoulder,7
-87.59,41.76,Jam,Standstill Traffic,7
-87.79,41.78,Hazard,Hazard - Shoulder,7
-87.77,41.9,Accident,Unclassified,7
-87.6,41.67,Hazard,Flood,7
-87.67,41.99,Accident,Major Accident,7
-87.69,41.91,Jam,Moderate Traffic,7
-87.74,41.78,Hazard,Weather,7
-87.69,41.69,Jam,Unclassified,7
-87.68,41.84,Road Closed,Unclassified,7
-87.8,41.76,Jam,Unclassified,7
-87.68,41.97,Hazard,Hazard - Shoulder,7
-87.68,41.93,Hazard,Weather,7
-87.72,42.0,Hazard,Hazard - Shoulder,7
-87.74,41.84,Jam,Unclassified,7
-87.65,41.91,Hazard,Weather,7
-87.8,41.95,Hazard,Weather,7
-87.72,41.93,Hazard,Hazard - Shoulder,7
-87.72,41.9,Jam,Moderate Traffic,7
-87.59,41.72,Accident,Major Accident,7
-87.66,41.7,Jam,Heavy Traffic,7
-87.66,41.73,Jam,Standstill Traffic,7
-87.68,41.88,Hazard,Weather,7
-87.69,41.85,Road Closed,Unclassified,7
-87.62,41.82,Jam,Standstill Traffic,7
-87.59,41.71,Hazard,Weather,7
-87.66,41.74,Accident,Unclassified,7
-87.72,41.96,Hazard,Weather,7
-87.68,41.93,Hazard,Flood,7
-87.72,41.96,Jam,Moderate Traffic,7
-87.66,42.0,Accident,Minor Accident,7
-87.66,41.68,Jam,Unclassified,7
-87.8,41.92,Road Closed,Unclassified,7
-87.68,41.87,Hazard,Weather,7
-87.78,41.99,Jam,Heavy Traffic,7
-87.68,41.92,Hazard,Weather,7
-87.66,42.0,Hazard,Weather,7
-87.72,41.88,Road Closed,Unclassified,7
-87.72,41.99,Accident,Unclassified,7
-87.66,42.01,Accident,Minor Accident,7
-87.58,41.81,Jam,Heavy Traffic,7
-87.71,41.75,Hazard,Hazard - Shoulder,7
-87.69,41.77,Hazard,Flood,7
-87.67,41.97,Hazard,Flood,7
-87.56,41.66,Hazard,Flood,7
-87.6,41.74,Accident,Unclassified,7
-87.72,41.81,Accident,Minor Accident,7
-87.75,41.99,Road Closed,Unclassified,7
-87.89,41.97,Jam,Heavy Traffic,7
-87.69,41.92,Hazard,Weather,7
-87.75,42.0,Accident,Unclassified,7
-87.72,41.82,Road Closed,Unclassified,7
-87.6,41.72,Hazard,Unclassified,7
-87.77,41.97,Hazard,Unclassified,7
-87.71,41.84,Hazard,Hazard - Shoulder,7
-87.62,41.77,Accident,Major Accident,7
-87.69,41.93,Hazard,Weather,7
-87.73,41.74,Jam,Unclassified,7
-87.7,41.99,Hazard,Weather,7
-87.58,41.8,Accident,Major Accident,7
-87.7,42.0,Accident,Major Accident,7
-87.85,41.97,Jam,Unclassified,7
-87.6,41.75,Jam,Unclassified,7
-87.59,41.78,Hazard,Flood,7
-87.81,41.99,Hazard,Hazard - Shoulder,7
-87.72,41.84,Accident,Unclassified,7
-87.74,41.99,Jam,Moderate Traffic,7
-87.64,41.86,Hazard,Fog,7
-87.89,41.99,Jam,Unclassified,6
-87.66,41.75,Hazard,Weather,6
-87.63,41.83,Hazard,Fog,6
-87.72,41.76,Jam,Standstill Traffic,6
-87.75,41.79,Hazard,Weather,6
-87.62,41.74,Road Closed,Event,6
-87.56,41.77,Jam,Standstill Traffic,6
-87.63,41.88,Accident,Minor Accident,6
-87.72,41.91,Hazard,Hazard - Shoulder,6
-87.73,41.82,Hazard,Flood,6
-87.72,41.77,Hazard,Hazard - Shoulder,6
-87.72,41.97,Hazard,Hazard - Shoulder,6
-87.74,41.95,Accident,Minor Accident,6
-87.71,41.87,Hazard,Weather,6
-87.66,41.71,Road Closed,Unclassified,6
-87.67,41.84,Road Closed,Unclassified,6
-87.74,41.92,Jam,Moderate Traffic,6
-87.73,41.91,Hazard,Weather,6
-87.71,41.86,Road Closed,Unclassified,6
-87.58,41.72,Accident,Major Accident,6
-87.66,41.83,Jam,Unclassified,6
-87.63,41.71,Accident,Major Accident,6
-87.72,41.94,Hazard,Weather,6
-87.66,41.73,Jam,Unclassified,6
-87.61,41.72,Accident,Unclassified,6
-87.65,41.73,Hazard,Hazard - Road,6
-87.66,41.74,Jam,Standstill Traffic,6
-87.66,41.7,Jam,Unclassified,6
-87.66,41.94,Jam,Moderate Traffic,6
-87.74,41.88,Road Closed,Unclassified,6
-87.57,41.73,Jam,Unclassified,6
-87.72,41.93,Jam,Moderate Traffic,6
-87.58,41.73,Jam,Heavy Traffic,6
-87.66,41.74,Hazard,Hazard - Shoulder,6
-87.62,41.88,Hazard,Weather,6
-87.74,41.98,Jam,Moderate Traffic,6
-87.58,41.74,Jam,Heavy Traffic,6
-87.66,41.77,Hazard,Hazard - Shoulder,6
-87.56,41.71,Jam,Unclassified,6
-87.63,41.93,Hazard,Fog,6
-87.71,41.81,Accident,Major Accident,6
-87.71,41.9,Jam,Moderate Traffic,6
-87.62,41.72,Hazard,Fog,6
-87.75,41.87,Hazard,Weather,6
-87.61,41.66,Jam,Standstill Traffic,6
-87.73,41.87,Road Closed,Unclassified,6
-87.73,41.85,Road Closed,Unclassified,6
-87.62,41.71,Hazard,Unclassified,6
-87.71,41.95,Accident,Minor Accident,6
-87.89,41.97,Jam,Unclassified,6
-87.67,41.92,Hazard,Fog,6
-87.67,41.98,Road Closed,Event,6
-87.67,41.98,Jam,Moderate Traffic,6
-87.74,41.79,Accident,Major Accident,6
-87.66,41.78,Accident,Unclassified,6
-87.63,41.87,Hazard,Weather,6
-87.74,41.77,Accident,Unclassified,6
-87.72,41.85,Hazard,Unclassified,6
-87.75,41.9,Road Closed,Unclassified,6
-87.71,41.93,Accident,Minor Accident,6
-87.56,41.7,Hazard,Hazard - Shoulder,6
-87.62,41.89,Hazard,Fog,6
-87.74,41.97,Hazard,Hazard - Shoulder,6
-87.56,41.72,Hazard,Hazard - Road,6
-87.63,41.82,Hazard,Weather,6
-87.71,41.83,Accident,Minor Accident,6
-87.87,42.01,Hazard,Hazard - Road,6
-87.71,41.79,Accident,Unclassified,6
-87.66,41.81,Accident,Unclassified,6
-87.74,41.81,Jam,Moderate Traffic,6
-87.62,41.86,Hazard,Fog,6
-87.58,41.74,Jam,Standstill Traffic,6
-87.63,41.74,Accident,Minor Accident,6
-87.62,41.87,Hazard,Unclassified,6
-87.75,41.82,Hazard,Flood,6
-87.67,41.84,Hazard,Fog,6
-87.66,41.89,Accident,Minor Accident,6
-87.66,41.76,Hazard,Hazard - Shoulder,6
-87.62,41.77,Accident,Minor Accident,6
-87.85,41.98,Accident,Major Accident,6
-87.73,41.89,Hazard,Hazard - Shoulder,6
-87.75,41.82,Hazard,Unclassified,6
-87.71,41.75,Accident,Unclassified,6
-87.84,41.96,Hazard,Unclassified,6
-87.74,41.79,Road Closed,Unclassified,6
